"indicator","period","start","end","group","subgroup","value"
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Michigan",10.3
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Minnesota",13
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Mississippi",7.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Missouri",9.7
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Montana",10.3
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nebraska",10.7
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nevada",8.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Hampshire",12.6
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Jersey",13.2
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Mexico",12
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New York",12.5
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Carolina",11.8
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Dakota",10
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Ohio",10
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oklahoma",10.6
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oregon",14.9
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Pennsylvania",11.7
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Rhode Island",12.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Carolina",6.8
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Dakota",8.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Tennessee",9.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Texas",8.8
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Utah",11.1
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Vermont",14.2
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Virginia",9.8
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Washington",11.9
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","West Virginia",12.6
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Wisconsin",9.2
"Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Wyoming",9.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Alabama",30.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Alaska",19.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Arizona",24.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Arkansas",31.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","California",21.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Colorado",25
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Connecticut",28.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Delaware",28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","District of Columbia",25.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Florida",20.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Georgia",23.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Hawaii",16
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Idaho",23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Illinois",26.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Indiana",31.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Iowa",29.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Kansas",26.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Kentucky",31
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Louisiana",26.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Maine",34
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Maryland",26.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Massachusetts",27.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Michigan",30.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Minnesota",29.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Mississippi",23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Missouri",28.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Montana",27.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nebraska",27.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nevada",18.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Hampshire",30.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Jersey",26.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Mexico",26.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New York",22.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Carolina",27.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Dakota",28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Ohio",28.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oklahoma",28.5
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oregon",29.4
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Pennsylvania",31.9
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Rhode Island",28.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Carolina",25.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Dakota",28.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Tennessee",25.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Texas",23.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Utah",30.1
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Vermont",31.6
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Virginia",23.2
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Washington",24.8
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","West Virginia",39.3
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Wisconsin",27.7
"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Wyoming",22.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Alabama",12.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Alaska",11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Arizona",12.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Arkansas",13.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","California",11.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Colorado",13.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Connecticut",8.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Delaware",8.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","District of Columbia",9.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Florida",10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Georgia",12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Hawaii",8.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Idaho",9.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Illinois",11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Indiana",10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Iowa",8.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Kansas",13
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Kentucky",10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Louisiana",11
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Maine",14.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Maryland",11.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Massachusetts",10.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Michigan",10.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Minnesota",9.4
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Mississippi",9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Missouri",9.8
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Montana",11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nebraska",10.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Nevada",15.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Hampshire",9.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Jersey",11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New Mexico",11.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","New York",7.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Carolina",9.5
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","North Dakota",8.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Ohio",10.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oklahoma",12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Oregon",15.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Pennsylvania",10.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Rhode Island",14.1
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Carolina",12.9
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","South Dakota",11.2
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Tennessee",11.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Texas",12.7
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Utah",14.3
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks","42",2022-01-26,2022-02-07,"By State","Vermont",9
